MEP,KPI,Quarter,Predicted_KPI,Intercept,DL_HC_Used,IDL_HC_Used,Coef_DL_HC,Coef_IDL_HC,FY22 Q1,FY22 Q2,FY22 Q3,FY22 Q4,FY23 Q1,FY23 Q2,FY23 Q3,FY23 Q4,FY24 Q1,FY24 Q2,FY24 Q3,FY24 Q4,FY25 Q1,FY25 Q2,FY25 Q3,FY25 Q4
"MFG Cork, IRL_2",KPI: MFG Cost Excl. MM,FY26 Q1,53343605.00787288,57752678.58783549,747.0,138.0,-16755.307385134645,58747.39881690558,88805930.57,37812038.68,81106251.02,31115339.32,30924890.16,25127633.59,45597856.94,28890155.38,92578280.88,66799611.28,82774556.32,79761042.22,49553111.26,59578715.57,95806924.12,59976960.97
"MFG Cork, IRL_3",KPI: MFG Cost Excl. MM,FY26 Q1,47671355.86786061,65896410.621737145,1298.0,448.0,-3687.1317697844147,-29998.119903340103,88719829.07,49576444.07,73481994.91,71528897.38,26031648.34,92704315.92,77248666.96,23001352.18,38279746.32,37225081.31,40309430.63,73096134.04,24463192.34,54826304.86,29379873.4,66995044.68
"MFG Cork, IRL_4",KPI: MFG Cost Excl. MM,FY26 Q1,57767688.20107518,28952130.30081714,156.0,420.0,30214.120354853487,57386.08363071641,99036745.81,50978087.33,75016879.94,85511094.63,71003829.06,39384738.74,45007992.33,46589917.25,48900264.14,99848131.53,77657092.78,21780472.69,22627640.17,66347162.72,91257748.59,39726460.44
"MFG Cork, IRL_5",KPI: MFG Cost Excl. MM,FY26 Q1,68826893.37132114,77415559.35972664,725.0,210.0,-4968.555786913716,-23745.062109014565,56806832.21,37309697.46,65898032.92,83785629.7,48414617.85,85623050.41,98368880.04,23954581.01,78454586.5,95207673.2,65931075.56,53022843.16,44326560.22,85885490.63,82992639.85,53115936.26
"MFG Cork, IRL_6",KPI: MFG Cost Excl. MM,FY26 Q1,55089983.940504596,67653062.73190086,740.0,470.0,13406.094066339194,-47837.422128696315,80156020.51,44659449.22,39325450.0,83510588.05,85391589.36,41010425.56,78879694.72,84867586.18,92467947.38,47237978.16,23771530.18,95093480.81,81935346.17,88963336.54,48648754.63,81108279.36
"MFG Cork, IRL_7",KPI: MFG Cost Excl. MM,FY26 Q1,69642337.68123743,67554342.5417856,121.0,421.0,-15346.665563693343,9370.407773536168,93063637.01,63845793.11,30519096.91,93186960.58,94497809.59,51617252.22,44414970.75,20561449.44,56071865.49,36535312.15,31019116.12,66562704.99,97286030.08,21238749.7,77738471.81,84047197.92
"MFG Cork, IRL_8",KPI: MFG Cost Excl. MM,FY26 Q1,62298315.83543598,44185366.164611146,930.0,320.0,-2308.9005220265853,63313.20986346737,61689705.16,26194104.02,45448724.31,31014259.71,91460789.96,50891519.57,32816731.89,89730257.27,79236881.54,32513329.04,78924599.66,36409074.95,97538247.01,26533438.73,47340362.4,99640505.15
"MFG Cork, IRL_9",KPI: MFG Cost Excl. MM,FY26 Q1,44045930.890344135,44491202.76917361,268.0,407.0,27660.902288988775,-19308.092610020787,96311573.97,37224845.01,86060862.66,20839356.18,55962685.44,93330509.36,88510761.49,78639393.03,53743112.57,63207608.69,48880474.16,20677035.68,39751215.53,65981925.36,50678560.96,63342895.75
"MFG Manaus, BRA_1",KPI: MFG Cost Excl. MM,FY26 Q1,66749508.85650021,31850110.34802456,435.0,321.0,-2418.278790606456,111997.97439996718,40904713.38,62774610.27,47935531.03,67449614.97,32643281.69,89632205.98,80855855.03,56621871.86,61912979.33,57619354.3,29692201.0,88370941.12,29847029.34,54130718.33,77279283.55,52097223.09
"MFG Manaus, BRA_10",KPI: MFG Cost Excl. MM,FY26 Q1,71448701.1252486,96232851.43725887,788.0,123.0,-28131.52718280391,-21272.41375577883,69663661.23,96707844.27,22419944.75,92018944.75,77341782.15,62032976.81,53990171.48,53023262.04,87431083.2,50699252.13,42671512.03,79567303.68,27863737.67,23020498.51,31974971.22,74836054.06
"MFG Manaus, BRA_2",KPI: MFG Cost Excl. MM,FY26 Q1,45107414.59630905,49169261.47583266,558.0,486.0,-2835.179476261281,-5102.503563312375,46944994.35,24165945.32,88313968.95,50854570.96,49899568.25,41660747.66,74362003.96,24509236.34,43330519.21,26361777.08,37185016.24,42154416.4,31627185.1,22911075.36,31920604.07,48525246.41
"MFG Manaus, BRA_3",KPI: MFG Cost Excl. MM,FY26 Q1,60041940.23566668,63352120.62833666,327.0,67.0,-6797.603385517163,-16229.31471053539,39386490.97,30415272.26,37169361.97,83127233.27,57897503.4,49246139.09,67458817.09,47711519.59,71029058.13,73111278.08,58505937.44,42118386.39,82638404.66,88946969.31,78573116.24,39211647.6
"MFG Manaus, BRA_4",KPI: MFG Cost Excl. MM,FY26 Q1,72273103.56060718,31300491.97782256,1457.0,290.0,26554.39989987109,7871.8997540429245,48623999.25,45447944.86,82242461.01,24611647.73,73321987.02,88329613.8,93661726.86,65284019.2,41835943.35,76689832.94,38906139.25,35921462.84,40314258.85,46885997.94,78038380.36,79007262.96
"MFG Manaus, BRA_5",KPI: MFG Cost Excl. MM,FY26 Q1,64611394.6468822,75859403.33503145,303.0,343.0,-7844.274567633621,-25863.5378838375,42037967.36,66581156.23,99586000.4,90615997.2,51312424.76,24446063.14,43968265.1,39510611.11,79816875.75,30626042.83,93068212.47,93653216.42,72458599.02,60573073.97,73591883.68,58706826.25
"MFG Manaus, BRA_6",KPI: MFG Cost Excl. MM,FY26 Q1,47585801.843682215,70740489.75827667,813.0,189.0,-37734.129702158,39805.07689555555,40754754.91,93813283.41,91760605.7,48523223.4,23305624.39,20757064.09,61371071.82,24594738.19,76877785.14,38008330.79,57664820.38,26186438.48,59217435.42,89272068.58,95263083.81,81178800.51
"MFG Manaus, BRA_7",KPI: MFG Cost Excl. MM,FY26 Q1,59070560.66347146,27129882.696603667,909.0,224.0,28341.17004868653,27582.832109873823,93980072.73,21976970.34,56236505.72,97950790.85,65583795.84,48765597.27,78873462.17,36109856.42,83373286.27,40627392.96,48220107.24,44335682.92,77905529.45,63735604.37,57373166.34,96136798.81
"MFG Manaus, BRA_8",KPI: MFG Cost Excl. MM,FY26 Q1,54223518.98844916,62772975.19908549,417.0,415.0,6454.1730147188455,-27086.376765720695,96996337.33,82587253.27,89276219.71,27296554.44,26136707.85,75156724.78,60767995.53,26270404.15,81755691.29,55424977.26,36316849.94,77113096.21,24903407.44,50157816.98,49456367.92,68157261.53
"MFG Manaus, BRA_9",KPI: MFG Cost Excl. MM,FY26 Q1,67726224.2372501,38234426.05528799,951.0,271.0,19239.150158437416,41311.31506010383,73503750.94,82897712.99,56601750.28,66112053.53,81176366.99,26050756.91,62057585.37,23817768.77,87509155.97,27934492.31,63354843.59,52919117.0,78778408.89,33580043.73,31447430.2,36871668.59
"MFG Northfield, USA_1",KPI: MFG Cost Excl. MM,FY26 Q1,42040586.65369825,82580840.92780893,1357.0,382.0,-9338.473787197368,-72952.73650493154,70091614.27,58805217.83,50955735.83,63081829.04,24611414.26,91224790.49,34588346.43,83084427.7,97054350.77,26167994.63,48473934.84,58580212.39,82829336.96,64703484.26,54687323.75,85429648.14
"MFG Northfield, USA_10",KPI: MFG Cost Excl. MM,FY26 Q1,52323725.73745794,66657563.56279096,437.0,323.0,15152.050097689009,-64877.03937468458,40382575.65,73289994.47,67978561.11,27447333.27,54617297.56,70755296.13,59243245.4,28164223.06,50672464.72,86187305.39,28661855.54,93460392.53,52327035.34,38999984.41,86363911.35,23359029.34
"MFG Northfield, USA_2",KPI: MFG Cost Excl. MM,FY26 Q1,68101742.79931585,66397743.57687068,198.0,127.0,-17773.586521921745,41127.31774634391,61791797.33,68942302.24,45200354.98,64292256.77,67946374.92,57934873.96,63839183.89,28567145.42,29411957.24,99460663.17,97704223.14,57511006.33,76941099.11,68408026.88,92809228.69,97815178.59
"MFG Northfield, USA_3",KPI: MFG Cost Excl. MM,FY26 Q1,43548653.09409492,13028535.527098887,809.0,127.0,27148.096957770642,67380.37108787075,93950378.36,57212147.44,21157699.44,80221663.79,94755467.41,42777126.64,49478293.21,38002867.85,52787906.58,26422690.95,70192708.46,29978411.67,76686613.13,69343471.68,30548414.28,71649161.94
"MFG Northfield, USA_4",KPI: MFG Cost Excl. MM,FY26 Q1,71765857.98448075,46284510.420029104,1326.0,485.0,5800.65063957047,36679.76250800249,70976067.07,91488799.78,99335321.21,41346225.03,43748096.97,34392671.92,72316204.92,44924984.49,43435907.45,93864820.15,30658832.96,54540537.17,48676542.51,56989058.38,20151903.97,54241329.56
"MFG Northfield, USA_5",KPI: MFG Cost Excl. MM,FY26 Q1,71945162.78559187,60650469.72917383,1217.0,485.0,-9145.621213990256,46236.936234730274,43369587.31,34183290.55,62290601.83,77351112.59,99074671.42,99244187.3,25654589.96,20210267.18,91504368.74,75129338.06,48463252.55,65670546.37,68889349.19,46772393.53,90815313.77,92375940.88
"MFG Northfield, USA_6",KPI: MFG Cost Excl. MM,FY26 Q1,39879095.61330067,40520915.80997192,561.0,24.0,-2627.9572500478885,34685.99252523423,74941113.48,46857540.97,44699480.61,39058758.74,46964764.77,24297298.92,46103647.69,75216646.42,22485348.5,49475414.99,54001557.02,41136424.35,93031045.88,95810707.56,36484012.18,25815182.04
"MFG Northfield, USA_7",KPI: MFG Cost Excl. MM,FY26 Q1,50777620.719867185,45287291.902657,398.0,260.0,25870.865956983554,-18485.676283343364,71321627.32,51181371.74,59322963.99,37685214.09,60966704.25,75066481.56,71691074.67,53369372.15,96914607.49,45190604.89,46778444.6,40452236.96,70392274.3,49084182.22,92525715.19,96587292.0
"MFG Northfield, USA_8",KPI: MFG Cost Excl. MM,FY26 Q1,58417550.12470144,69134691.34665859,1461.0,120.0,-7427.903365704321,1125.2132944738446,61449400.0,81165221.92,43690102.0,86975721.37,66656900.41,97168351.7,45628256.88,62949482.54,27551850.36,46683050.48,80402355.99,65346094.49,24838520.79,73710177.53,78180338.99,85384161.57
"MFG Northfield, USA_9",KPI: MFG Cost Excl. MM,FY26 Q1,59272186.83326131,99711011.63572057,694.0,382.0,-19276.06683750889,-70840.9277937908,84643735.89,87487898.76,92394654.03,84346680.33,22120305.93,98860954.55,48645895.15,26936872.36,55592389.25,75920981.98,37206783.86,90911349.28,57419546.8,47253624.57,45620173.29,63935790.46
"MFG Penang, MYS_1",KPI: MFG Cost Excl. MM,FY26 Q1,53185331.16199704,47677943.79791339,648.0,241.0,-13390.355528110624,58856.17322115909,61206986.55,25580771.95,65200667.04,31639740.63,44935341.39,59884137.26,46431795.53,24758254.13,62759579.3,24039022.3,71802003.1,65015427.14,64746058.74,25221164.56,41288855.24,41826874.84
"MFG Penang, MYS_10",KPI: MFG Cost Excl. MM,FY26 Q1,45764719.95393127,71557440.50067846,1126.0,301.0,-22257.38330647296,-2428.2622712911525,38776532.68,69140413.83,31061491.53,63296417.15,21851533.53,47992491.98,81983182.84,84778252.65,37476385.64,35501043.88,25193630.06,90009239.04,74258711.75,91756880.21,64153731.79,30103633.12
"MFG Penang, MYS_2",KPI: MFG Cost Excl. MM,FY26 Q1,66193332.0216215,70845315.09930038,366.0,410.0,-19889.74887946718,6408.939054161234,55080698.44,51651396.35,69727891.8,85278678.26,61935980.37,98975146.02,30434131.91,24831687.05,73278051.62,73195467.55,25611036.02,42789695.75,28579135.46,82063042.01,68886524.2,72209841.7
"MFG Penang, MYS_3",KPI: MFG Cost Excl. MM,FY26 Q1,54786716.21221579,99379361.64535064,1387.0,254.0,-7451.10751778744,-134873.85553529003,68879274.02,27201018.28,92755593.28,36675320.97,82170942.36,38976408.83,45619022.5,55833337.04,55515099.95,89863576.93,38892303.38,95983781.76,82873759.32,93852011.68,79546918.02,43576731.13
"MFG Penang, MYS_4",KPI: MFG Cost Excl. MM,FY26 Q1,66355331.116908744,59091415.25506426,1148.0,138.0,3871.5091295329485,20430.604211164205,77423200.15,74618929.86,90961000.85,72581223.02,27761245.59,77082983.16,87779742.36,53247099.94,22436532.18,82005416.75,78345898.19,55525909.1,48426645.64,54456085.57,74821475.11,30241685.03
"MFG Penang, MYS_5",KPI: MFG Cost Excl. MM,FY26 Q1,61234690.60863763,52078535.585557796,1178.0,233.0,14263.881229831977,-32818.442341898015,53491483.83,45826988.84,43318570.01,22399685.77,63826455.69,57789142.6,52765889.48,91039347.33,34897127.74,48957577.46,43780250.43,85986247.99,60046992.27,90998867.49,70840610.0,90407635.56
"MFG Penang, MYS_6",KPI: MFG Cost Excl. MM,FY26 Q1,75303253.42883554,79058499.27482286,111.0,70.0,-36442.15043111617,4140.46931237962,60470559.43,95029099.36,40501344.28,72793426.11,43439777.36,22640836.22,52635075.87,60941314.4,25883708.96,33220895.67,65593391.05,64486104.16,51003461.01,52197866.11,71267555.41,30951934.66
"MFG Penang, MYS_7",KPI: MFG Cost Excl. MM,FY26 Q1,78622570.51795027,108531213.17821972,282.0,439.0,-35730.49563201975,-45176.86307981752,89636573.22,21284486.01,79605981.14,30800269.06,78723101.87,88926181.13,76866451.64,56939537.67,41095225.49,58638400.82,82190113.47,80689548.85,75886800.5,75746727.19,91109632.6,95544159.55
"MFG Penang, MYS_8",KPI: MFG Cost Excl. MM,FY26 Q1,52124596.57712356,37622735.8958215,228.0,304.0,28111.94947826562,26619.526974531254,40323148.65,84876672.29,96925737.44,63177357.83,85606911.66,66429809.64,42244461.51,33656568.66,68005746.24,95514619.6,25677327.41,49542465.9,39808380.04,51598408.63,73895489.11,22946467.2
"MFG Penang, MYS_9",KPI: MFG Cost Excl. MM,FY26 Q1,84749481.21385935,47806257.35163931,153.0,462.0,-4921.068885495204,81593.39264437406,82342753.05,66813097.55,93221885.9,32946473.75,94307086.25,70431387.27,41247976.58,92708825.72,65855357.8,27166976.16,92206919.81,53224780.02,80230004.4,47460589.67,33844693.05,39985766.7
"MFG Shenzhen, CHN_1",KPI: MFG Cost Excl. MM,FY26 Q1,44033097.92050004,66812667.316168755,1353.0,200.0,-20445.180306586197,24413.797795712035,53515661.56,67092948.1,38526900.33,57172091.28,50338985.57,36842553.4,68676269.21,34037328.0,89329232.59,33942516.66,87836743.42,56690420.21,57425137.79,41641343.76,42963480.07,52732525.95
"MFG Shenzhen, CHN_10",KPI: MFG Cost Excl. MM,FY26 Q1,38546478.94228993,70748026.79609399,1056.0,490.0,-4028.5257534770635,-57035.56052680056,43427320.47,80207603.24,26895902.91,37774405.57,55675446.07,95839190.68,74361203.07,23795191.55,32941575.98,54520209.5,41539368.06,37105676.28,37386731.99,69078828.19,74630431.83,49801203.45
"MFG Shenzhen, CHN_2",KPI: MFG Cost Excl. MM,FY26 Q1,73168574.7831771,81644189.29640304,939.0,75.0,-6793.77262977108,-27950.160184945256,47935719.07,50229985.1,48008116.47,80765757.38,83057193.2,92944591.57,39881896.13,59931836.61,89604546.13,66368266.07,72783448.67,99805269.31,32248724.58,21377561.08,28637147.25,41606486.88
"MFG Shenzhen, CHN_3",KPI: MFG Cost Excl. MM,FY26 Q1,70154676.82082318,92985056.24714935,300.0,282.0,-21302.079219903862,-58297.005887783744,38961467.03,48432416.26,25612949.91,53000444.62,61061136.45,61512880.5,42730782.33,63137488.71,88693423.19,79624396.73,83750527.03,94022305.23,92520269.69,48059955.78,82608139.47,88598942.77
"MFG Shenzhen, CHN_4",KPI: MFG Cost Excl. MM,FY26 Q1,85950356.04349287,111367912.80834371,391.0,233.0,-27620.08262093103,-62738.64575135968,84408656.72,61143195.13,53596124.14,22744379.11,37205607.44,71779639.73,83673818.62,86645352.24,82978690.38,67894061.84,86169756.52,93663636.26,48036022.48,93868927.78,22450359.76,83503769.78
"MFG Shenzhen, CHN_5",KPI: MFG Cost Excl. MM,FY26 Q1,47613118.80164555,39823624.38050121,762.0,46.0,8629.394299659103,26389.042713132683,49258163.65,24363480.07,72057857.26,43694655.96,43954688.98,83709009.18,42085153.61,56831354.3,98801027.23,87275858.04,33194637.01,24780849.42,79689286.46,67588012.51,95963404.61,54868477.85
"MFG Shenzhen, CHN_6",KPI: MFG Cost Excl. MM,FY26 Q1,47252287.61763752,40280749.755971745,404.0,210.0,1000.7619955852751,31272.523883092046,27112884.88,36865642.64,20604100.8,62066262.43,49939995.62,58090314.63,36650174.38,65421882.65,45267779.94,96801820.5,64649821.2,29724603.02,23951858.9,35971160.55,42801944.83,30235211.69
"MFG Shenzhen, CHN_7",KPI: MFG Cost Excl. MM,FY26 Q1,56820484.065811165,69865051.18881243,637.0,364.0,6705.063191380173,-47570.583450303406,43849964.38,97859107.8,85525800.5,35146137.59,70774948.77,72829940.19,85538111.76,29172865.7,47498297.12,40071119.06,81149622.1,86222996.53,31806337.29,51901755.38,27869304.26,39275881.0
"MFG Shenzhen, CHN_8",KPI: MFG Cost Excl. MM,FY26 Q1,66064178.080433056,64038304.099796996,368.0,26.0,5339.861814441644,2338.6474200590983,41919485.47,45503026.61,86742896.58,85619957.3,88766777.19,64963830.09,39939573.2,58092948.68,87935625.43,98500039.83,97155887.56,34654992.88,45854099.46,81623626.16,94919183.26,37037046.14
"MFG Shenzhen, CHN_9",KPI: MFG Cost Excl. MM,FY26 Q1,82874611.55432408,77740843.14342202,425.0,388.0,-21305.23876797968,36568.28579199334,21406348.97,75104118.37,63771642.06,53258258.23,75098921.29,65826067.09,65391203.59,90427894.85,71250992.37,91428106.84,81210016.58,79148483.75,29930884.08,29722594.33,49325870.28,49466199.47
"MFG Tijuana, MEX_1",KPI: MFG Cost Excl. MM,FY26 Q1,46321867.62719165,129297569.86531791,745.0,402.0,-40409.66869743473,-131518.6543744711,35265129.8,64193701.31,89932129.87,61568423.99,71416438.48,22217788.79,24037573.91,27819457.01,42178817.51,88806695.79,87326126.77,41831630.05,45824276.49,84220245.77,94231597.2,90904807.7
"MFG Tijuana, MEX_10",KPI: MFG Cost Excl. MM,FY26 Q1,72950700.771853,100187915.18425725,1008.0,272.0,1749.9636696864295,-106621.97717444181,91826587.25,70054553.02,92495731.69,40966437.02,69943995.26,92443016.85,92006741.33,86005889.26,44558813.08,21052931.94,61619078.22,46635103.67,61967096.75,40920951.82,85900851.12,57850832.88
"MFG Tijuana, MEX_2",KPI: MFG Cost Excl. MM,FY26 Q1,54451696.46112762,47208458.747983,1492.0,26.0,3761.7041706329937,62722.11886769963,78052159.34,33136889.27,44721460.09,58322448.99,88153502.48,66929931.0,30502843.84,75495302.44,91753179.16,82191649.18,69887692.37,33183287.37,38673463.51,89769655.75,85109437.98,90274671.13
"MFG Tijuana, MEX_3",KPI: MFG Cost Excl. MM,FY26 Q1,40551169.36233271,54857566.086647645,1195.0,82.0,-13414.09114685175,21017.587758206148,25190935.28,40216294.78,83584909.72,35099362.18,31805121.43,39101589.27,70572620.63,61345529.06,34193643.83,85765186.23,57638128.2,37076376.0,46856964.38,52516520.21,84577305.42,89273313.62
"MFG Tijuana, MEX_4",KPI: MFG Cost Excl. MM,FY26 Q1,49736730.69966099,30868488.188223887,211.0,258.0,15261.369833385057,60651.525103073065,43608750.71,40879826.76,81900239.35,68477368.15,36267919.08,91010804.1,24453720.26,34073264.59,74522366.26,78034611.72,50912012.66,36526513.84,47884426.95,67058337.08,31001811.51,75032552.82
"MFG Tijuana, MEX_5",KPI: MFG Cost Excl. MM,FY26 Q1,59724835.41111386,49993248.012764424,667.0,428.0,-9104.87235702677,36926.48892636983,96908947.63,31138954.03,27613381.16,25495983.64,53822354.9,45109102.02,63987532.29,76689075.67,29409434.91,52737953.46,69406520.33,97046208.71,38134930.79,87313153.9,48970982.68,66376158.49
"MFG Tijuana, MEX_6",KPI: MFG Cost Excl. MM,FY26 Q1,54543565.66481482,48260551.27270667,663.0,246.0,9154.532231277597,868.1281413459508,71895200.47,37958996.39,67472751.21,57472946.34,66927596.73,38307178.23,50696839.74,65394254.13,65566239.25,39060325.44,70170257.81,32469376.5,22627253.95,49596368.45,32804811.68,66406791.99
"MFG Tijuana, MEX_7",KPI: MFG Cost Excl. MM,FY26 Q1,68763865.08952464,87406062.20211688,251.0,139.0,-4372.798977748916,-126220.32064156304,43566597.0,86761690.09,90104224.31,57490836.42,22347431.31,86784533.14,56523748.29,40862568.88,74210792.32,43936642.07,87098044.88,26870602.16,25879373.89,74419232.93,86899432.09,75430591.88
"MFG Tijuana, MEX_8",KPI: MFG Cost Excl. MM,FY26 Q1,42706845.68378564,40407271.47883714,119.0,20.0,11558.73647467426,46204.22822311305,85750581.46,62734522.62,47580914.86,80739479.31,80024259.16,58722878.9,79869438.28,56605226.25,56997563.61,29358089.23,32859740.61,71548249.0,59447509.46,26692671.16,45382939.9,30560894.85
"MFG Tijuana, MEX_9",KPI: MFG Cost Excl. MM,FY26 Q1,66349594.63094105,62135833.17187299,1189.0,368.0,-9351.590670509666,41665.224908434924,72679528.35,66566945.52,92707208.15,88559192.5,66875301.7,44539422.61,40191218.99,35448759.14,72128553.82,46004652.24,63775662.74,75460526.61,80461943.59,58815155.45,54694050.52,78820111.61
"GSS Bangalore, IND_1",KPI: MFG Cost Excl. MM %,FY26 Q1,19.1468525607429,19.16549105821418,202.0,90.0,-0.004849579024488599,0.010677516283060197,11.75,13.0,14.92,17.69,24.07,11.43,21.2,12.26,16.26,25.93,25.95,22.04,17.99,29.26,29.42,26.01
"GSS Bangalore, IND_10",KPI: MFG Cost Excl. MM %,FY26 Q1,19.712041601498438,25.447827316770734,813.0,255.0,-0.00022320721077305817,-0.021781640207505098,22.76,11.93,15.0,23.38,13.98,21.53,13.12,18.9,22.56,23.75,13.42,12.98,23.16,13.85,12.86,23.44
"GSS Bangalore, IND_2",KPI: MFG Cost Excl. MM %,FY26 Q1,17.660976360665433,24.16583701437718,1091.0,232.0,-0.003987268246472731,-0.009287719813836188,19.97,18.04,24.79,16.25,15.44,10.4,20.86,18.61,28.15,14.04,14.45,27.48,16.45,19.21,18.43,26.64
"GSS Bangalore, IND_3",KPI: MFG Cost Excl. MM %,FY26 Q1,21.3849944600328,20.730485709047404,1494.0,42.0,0.000628403010115045,-0.006769651098249556,17.03,10.1,15.41,23.58,23.4,10.34,20.46,26.74,28.51,22.5,10.1,25.9,12.12,24.51,16.93,10.3
"GSS Bangalore, IND_4",KPI: MFG Cost Excl. MM %,FY26 Q1,20.349889517950814,20.829981110671056,1065.0,325.0,0.001982011340449359,-0.007972103600919413,24.29,15.55,24.54,16.09,14.69,25.84,16.29,11.88,24.14,10.92,25.17,29.84,25.24,13.89,24.94,23.55
"GSS Bangalore, IND_5",KPI: MFG Cost Excl. MM %,FY26 Q1,20.47758911944438,10.228163709212993,1302.0,429.0,0.0016251493258597222,0.01895916314210263,18.64,16.67,13.48,19.67,10.34,19.88,19.59,15.0,28.04,11.37,15.61,13.49,11.34,25.28,20.05,28.85
"GSS Bangalore, IND_6",KPI: MFG Cost Excl. MM %,FY26 Q1,20.444095190774213,25.266331486413545,759.0,244.0,-0.0040173151780811545,-0.0072667789978513786,25.91,23.58,14.04,21.01,14.95,14.23,26.54,16.14,20.51,17.87,29.35,14.51,14.63,28.71,10.59,19.05
"GSS Bangalore, IND_7",KPI: MFG Cost Excl. MM %,FY26 Q1,19.42241571679732,23.657891153297005,1433.0,204.0,-0.003104388569886341,0.0010446734517031487,18.89,25.02,11.16,11.68,25.82,23.86,20.03,13.92,29.48,24.95,22.11,25.81,11.06,12.49,11.64,22.24
"GSS Bangalore, IND_8",KPI: MFG Cost Excl. MM %,FY26 Q1,20.00134251535428,23.677152366808883,327.0,400.0,0.002408972944192328,-0.011158860010513735,22.77,28.36,20.03,26.96,11.46,21.73,17.48,24.13,26.18,16.54,26.55,26.05,19.39,11.87,17.77,11.39
"GSS Bangalore, IND_9",KPI: MFG Cost Excl. MM %,FY26 Q1,20.35601770928659,17.83790227576339,1177.0,262.0,-0.001267916737612505,0.015307074174401213,12.43,29.07,20.1,29.32,19.43,11.33,24.59,29.44,26.52,13.85,22.06,11.69,20.15,23.16,14.49,29.35
"GSS Corlu, TUR_1",KPI: MFG Cost Excl. MM %,FY26 Q1,19.06110732642049,21.734719191469413,579.0,50.0,-0.0049634891037703376,0.0040049665206820274,17.75,24.78,21.18,12.98,19.39,12.8,21.7,12.93,26.5,26.47,13.63,12.35,22.88,14.06,19.19,28.9
"GSS Corlu, TUR_10",KPI: MFG Cost Excl. MM %,FY26 Q1,15.692825396392962,26.33272165101026,900.0,466.0,-0.004667916463560688,-0.01381710608886841,19.18,25.37,10.75,17.19,16.02,17.65,15.38,18.64,24.03,19.64,12.64,25.46,17.32,16.5,22.06,24.14
"GSS Corlu, TUR_2",KPI: MFG Cost Excl. MM %,FY26 Q1,15.331957238240394,19.6200832191119,1448.0,280.0,-0.00315051314289309,0.0009779180358488813,12.13,16.11,26.44,18.68,16.94,22.03,15.26,12.41,10.14,12.35,29.05,18.85,18.35,13.71,20.47,14.59
